125	11154	1940-1949	0	1
126	6262	1940-1949	0	1
127	11634	1940-1949	1	0
128	5159	1940-1949	0	5
129	6268	1940-1949	0	3
130	46	1940-1949	0	2
131	12577	1940-1949	2	0
132	6761	1940-1949	1	0
133	6282	1940-1949	0	1
134	10820	1940-1949	1	0
135	6296	1940-1949	0	1
136	3153	1940-1949	0	1
137	11314	1940-1949	0	1
138	6266	1940-1949	1	0
139	11314	1940-1949	0	1
140	6266	1940-1949	1	0
141	17530	1940-1949	0	1
142	4989	1940-1949	0	1
143	26690	1940-1949	0	1
144	4995	1940-1949	0	1
145	26690	1940-1949	0	1
146	4992	1940-1949	1	0
147	4778	1940-1949	0	1
148	11634	1940-1949	1	0
149	999926	1940-1949	0	1
150	5842	1940-1949	0	1
151	5060	1940-1949	0	1
152	5858	1940-1949	1	0
153	17516	1940-1949	0	1
154	5858	1940-1949	1	0
155	999901	1950-1959	0	11
156	1829	1950-1959	0	4
157	5	1950-1959	1	0
158	1415	1950-1959	0	1
159	12445	1950-1959	1	0
160	5121	1950-1959	0	1
161	35002	1950-1959	0	1
162	5528	1950-1959	0	1
163	5545	1950-1959	0	1
164	14034	1950-1959	1	0
165	13909	1950-1959	1	0
166	9141	1950-1959	0	3
167	9132	1950-1959	0	2
168	18482	1950-1959	0	1
169	12132	1950-1959	0	1
170	3964	1950-1959	1	0
171	9206	1950-1959	1	0
172	12863	1950-1959	0	1
173	1842	1950-1959	0	1
174	13909	1950-1959	1	0
175	14566	1950-1959	0	1
176	5835	1950-1959	0	1
177	5836	1950-1959	0	1
178	14599	1950-1959	0	1
179	4717	1950-1959	1	0
180	4703	1950-1959	0	1
181	4702	1950-1959	0	1
182	13961	1950-1959	1	0
183	2319	1950-1959	0	1
184	6321	1950-1959	0	1
185	9206	1950-1959	1	0
186	9420	1950-1959	0	1
187	2490	1950-1959	0	1
188	1921	1950-1959	0	1
189	16548	1950-1959	0	1
190	13687	1950-1959	0	1
191	54022	1950-1959	0	1
192	2540	1950-1959	1	0
193	14024	1950-1959	0	1
194	1842	1950-1959	0	1
195	9132	1950-1959	0	2
196	54792	1950-1959	0	1
197	18482	1950-1959	0	1
198	9206	1950-1959	1	0
199	2477	1950-1959	0	1
200	22082	1950-1959	0	1
201	42541	1950-1959	0	1
202	3593	1950-1959	0	1
203	22083	1950-1959	0	1
204	15388	1950-1959	0	1
205	8928	1950-1959	1	0
206	13347	1950-1959	0	1
207	8928	1950-1959	1	0
208	34582	1950-1959	0	1
209	9262	1950-1959	1	0
210	999903	1950-1959	0	66
211	1423	1950-1959	0	13
212	1424	1950-1959	0	11
213	16908	1950-1959	0	11
214	193	1950-1959	0	11
215	9164	1950-1959	0	11
216	14376	1950-1959	8	3
217	14394	1950-1959	1	0
218	14397	1950-1959	2	0
219	2494	1950-1959	0	1
220	7239	1950-1959	0	2
221	1850	1950-1959	0	2
222	13166	1950-1959	1	0
223	14394	1950-1959	1	0
224	12141	1950-1959	0	2
225	9181	1950-1959	0	1
226	6660	1950-1959	1	0
227	14777	1950-1959	0	1
228	20805	1950-1959	0	1
229	9187	1950-1959	0	1
230	11051	1950-1959	1	0
231	11051	1950-1959	1	0
232	12327	1950-1959	0	1
233	10850	1950-1959	0	1
234	4769	1950-1959	0	1
235	11051	1950-1959	1	0
236	9369	1950-1959	16	1
237	9371	1950-1959	0	1
238	1943	1950-1959	1	0
239	9140	1950-1959	0	7
240	1847	1950-1959	0	2
241	1850	1950-1959	0	2
242	13166	1950-1959	1	0
243	14394	1950-1959	1	0
244	13122	1950-1959	0	1
245	13166	1950-1959	1	0
246	7592	1950-1959	0	1
247	1168	1950-1959	0	1
248	1172	1950-1959	1	0
249	12216	1950-1959	5	1
250	1172	1950-1959	1	0
251	12140	1950-1959	0	2
252	8171	1950-1959	0	2
253	14397	1950-1959	2	0
254	12141	1950-1959	0	2
255	14397	1950-1959	2	0
256	9422	1950-1959	0	6
257	2493	1950-1959	0	1
258	2494	1950-1959	0	1
259	20805	1950-1959	0	1
260	9187	1950-1959	0	1
261	11051	1950-1959	1	0
262	11051	1950-1959	1	0
263	9187	1950-1959	0	1
264	11051	1950-1959	1	0
265	13118	1950-1959	0	1
266	9187	1950-1959	0	1
267	11051	1950-1959	1	0
268	11051	1950-1959	1	0
269	16472	1950-1959	0	1
270	9461	1950-1959	0	5
271	19954	1950-1959	0	3
272	3147	1950-1959	0	1
273	7806	1950-1959	0	1
274	13064	1950-1959	1	0
275	8607	1950-1959	2	0
276	10146	1950-1959	2	0
277	9468	1950-1959	0	1
278	16472	1950-1959	0	1
279	11051	1950-1959	1	0
280	52801	1950-1959	0	1
281	14570	1950-1959	0	1
282	7674	1950-1959	1	0
283	5261	1950-1959	0	1
284	52776	1950-1959	0	1
285	14570	1950-1959	0	1
286	7674	1950-1959	1	0
287	2318	1950-1959	0	3
288	18376	1950-1959	1	0
289	6331	1950-1959	0	1
290	6349	1950-1959	0	1
291	8946	1950-1959	1	0
292	14652	1950-1959	0	1
293	16769	1950-1959	0	1
294	13923	1950-1959	1	0
295	13927	1950-1959	0	1
296	13923	1950-1959	1	0
297	6425	1950-1959	0	1
298	8206	1950-1959	0	1
299	8232	1950-1959	0	1
300	12507	1950-1959	1	0
301	9358	1950-1959	0	1
302	13	1950-1959	0	1
303	18376	1950-1959	1	0
304	17437	1950-1959	0	7
305	3240	1950-1959	0	5
306	12216	1950-1959	5	1
307	1172	1950-1959	1	0
308	12871	1950-1959	0	2
309	1941	1950-1959	0	1
310	1943	1950-1959	1	0
311	11537	1950-1959	1	0
312	12877	1950-1959	0	1
313	9750	1950-1959	0	1
314	8659	1950-1959	0	1
315	44882	1950-1959	0	1
316	3920	1950-1959	1	0
317	4700	1950-1959	0	1
318	3920	1950-1959	1	0
319	7154	1950-1959	0	5
320	1327	1950-1959	0	1
321	1172	1950-1959	1	0
322	6967	1950-1959	4	0
323	8232	1950-1959	0	1
324	7280	1950-1959	0	9
325	9784	1950-1959	3	0
326	19966	1950-1959	0	3
327	19973	1950-1959	0	3
328	437	1950-1959	3	0
329	14947	1950-1959	3	0
330	13568	1950-1959	0	12
331	10335	1950-1959	0	6
332	20969	1950-1959	0	6
333	2908	1950-1959	4	0
334	4630	1950-1959	2	0
335	12816	1950-1959	0	6
336	9461	1950-1959	0	5
337	19954	1950-1959	0	3
338	3147	1950-1959	0	1
339	7806	1950-1959	0	1
340	13064	1950-1959	1	0
341	8607	1950-1959	2	0
342	10146	1950-1959	2	0
343	10146	1950-1959	2	0
344	12877	1950-1959	0	1
345	11537	1950-1959	1	0
346	999904	1950-1959	0	14
347	7287	1950-1959	0	4
348	6851	1950-1959	0	1
349	17606	1950-1959	0	1
350	6851	1950-1959	0	1
351	2712	1950-1959	0	1
352	12965	1950-1959	1	0
353	2712	1950-1959	0	1
354	7554	1950-1959	2	1
355	11868	1950-1959	0	1
356	11849	1950-1959	1	0
357	17670	1950-1959	0	1
358	12965	1950-1959	1	0
359	13457	1950-1959	0	2
360	9930	1950-1959	0	2
361	9943	1950-1959	0	1
362	9946	1950-1959	0	1
363	10278	1950-1959	1	0
364	13457	1950-1959	0	2
365	9946	1950-1959	0	1
366	10278	1950-1959	1	0
367	13844	1950-1959	0	1
368	13830	1950-1959	0	1
369	86	1950-1959	1	0
370	6571	1950-1959	0	2
371	6573	1950-1959	0	2
372	1393	1950-1959	0	1
373	13844	1950-1959	0	1
374	13830	1950-1959	0	1
375	86	1950-1959	1	0
376	11743	1950-1959	0	1
377	11744	1950-1959	0	1
378	1463	1950-1959	1	0
379	6730	1950-1959	0	1
380	6728	1950-1959	0	1
381	305	1950-1959	1	0
382	8055	1950-1959	0	1
383	5227	1950-1959	1	0
384	9706	1950-1959	0	1
385	9696	1950-1959	1	0
386	45424	1950-1959	0	1
387	1688	1950-1959	0	1
388	14612	1950-1959	0	1
389	1428	1950-1959	0	1
390	32581	1950-1959	0	1
391	1500	1950-1959	1	0
392	20164	1950-1959	0	4
393	20228	1950-1959	0	2
394	45505	1950-1959	0	2
395	2492	1950-1959	0	1
396	9294	1950-1959	1	0
397	6730	1950-1959	0	1
398	6728	1950-1959	0	1
399	18373	1950-1959	0	2
400	1337	1950-1959	1	0
401	18689	1950-1959	0	1
402	700	1950-1959	0	1
403	9294	1950-1959	1	0
404	45506	1950-1959	0	1
405	2491	1950-1959	0	1
406	700	1950-1959	0	1
407	9294	1950-1959	1	0
408	2492	1950-1959	0	1
409	9294	1950-1959	1	0
410	20313	1950-1959	0	2
411	16573	1950-1959	0	1
412	10575	1950-1959	0	1
413	7306	1950-1959	1	0
414	10575	1950-1959	0	1
415	7306	1950-1959	1	0
416	11042	1950-1959	1	0
417	4786	1950-1959	0	2
418	9676	1950-1959	0	1
419	11042	1950-1959	1	0
420	10575	1950-1959	0	1
421	7306	1950-1959	1	0
422	999905	1950-1959	0	65
423	3933	1950-1959	1	12
424	19937	1950-1959	0	12
425	3952	1950-1959	0	9
426	10781	1950-1959	7	0
427	11859	1950-1959	2	0
428	3940	1950-1959	0	1
429	13960	1950-1959	1	0
430	10808	1950-1959	0	2
431	1314	1950-1959	1	0
432	1824	1950-1959	1	0
433	10474	1950-1959	1	0
434	13812	1950-1959	2	28
435	1452	1950-1959	1	0
436	1691	1950-1959	0	3
437	1803	1950-1959	2	0
438	7167	1950-1959	0	1
439	7114	1950-1959	0	1
440	7116	1950-1959	1	0
441	9945	1950-1959	0	1
442	14023	1950-1959	1	0
443	529	1950-1959	0	2
444	6705	1950-1959	1	0
445	11603	1950-1959	0	3
446	9945	1950-1959	0	1
447	14023	1950-1959	1	0
448	26443	1950-1959	0	1
449	6705	1950-1959	1	0
450	4638	1950-1959	0	1
451	5392	1950-1959	1	0
452	6920	1950-1959	7	0
453	5791	1950-1959	0	7
454	553	1950-1959	4	0
455	9732	1950-1959	3	0
456	26741	1950-1959	0	1
457	1452	1950-1959	1	0
458	11878	1950-1959	1	0
459	12046	1950-1959	4	3
460	203	1950-1959	1	0
461	9788	1950-1959	2	0
462	760	1950-1959	1	2
463	758	1950-1959	2	0
464	13514	1950-1959	1	1
465	19635	1950-1959	0	1
466	3714	1950-1959	0	1
467	17763	1950-1959	0	1
468	13562	1950-1959	1	0
469	8919	1950-1959	0	18
470	1344	1950-1959	1	0
471	19411	1950-1959	0	1
472	3584	1950-1959	0	1
473	16591	1950-1959	0	1
474	13194	1950-1959	1	0
475	6652	1950-1959	0	1
476	16591	1950-1959	0	1
477	13194	1950-1959	1	0
478	4032	1950-1959	1	0
479	4812	1950-1959	0	4
480	3625	1950-1959	0	2
481	11996	1950-1959	0	2
482	8499	1950-1959	2	0
483	13223	1950-1959	2	0
484	7158	1950-1959	0	1
485	7114	1950-1959	0	1
486	7116	1950-1959	1	0
487	8722	1950-1959	0	1
488	19370	1950-1959	1	0
489	10781	1950-1959	7	0
490	13679	1950-1959	2	0
491	3813	1950-1959	6	2
492	3748	1950-1959	0	1
493	3762	1950-1959	1	0
494	13674	1950-1959	1	0
495	4864	1950-1959	0	2
496	3748	1950-1959	0	1
497	3762	1950-1959	1	0
498	13523	1950-1959	0	1
499	9983	1950-1959	1	0
500	999906	1950-1959	0	98
501	1520	1950-1959	0	17
502	1519	1950-1959	2	4
503	3142	1950-1959	0	10
504	7802	1950-1959	2	8
505	12725	1950-1959	2	0
506	19954	1950-1959	0	3
507	8607	1950-1959	2	0
508	10551	1950-1959	1	0
509	11593	1950-1959	0	9
510	5190	1950-1959	9	1
511	5191	1950-1959	0	1
512	17533	1950-1959	0	1
513	8393	1950-1959	1	0
514	4989	1950-1959	0	5
515	11579	1950-1959	0	16
516	8603	1950-1959	6	0
517	8606	1950-1959	0	4
518	7858	1950-1959	4	0
519	11582	1950-1959	0	1
520	11574	1950-1959	1	0
521	11585	1950-1959	0	6
522	11588	1950-1959	0	6
523	4495	1950-1959	1	0
524	7858	1950-1959	4	0
525	14830	1950-1959	1	0
526	11590	1950-1959	0	1
527	14830	1950-1959	1	0
528	11603	1950-1959	0	3
529	12677	1950-1959	0	3
530	6309	1950-1959	1	0
531	10146	1950-1959	2	0
532	1523	1950-1959	0	5
533	19952	1950-1959	0	2
534	3147	1950-1959	0	1
535	8607	1950-1959	2	0
536	19966	1950-1959	0	3
537	19973	1950-1959	0	3
538	437	1950-1959	3	0
539	4191	1950-1959	0	64
540	1525	1950-1959	0	49
541	11570	1950-1959	30	4
542	11611	1950-1959	4	0
543	11584	1950-1959	12	0
544	11588	1950-1959	0	6
545	11590	1950-1959	0	1
546	11593	1950-1959	0	9
547	11603	1950-1959	0	3
548	12942	1950-1959	1	63
549	883	1950-1959	0	1
550	12961	1950-1959	3	49
551	11581	1950-1959	5	7
552	1077	1950-1959	2	0
553	10556	1950-1959	0	5
554	11386	1950-1959	3	2
555	7282	1950-1959	0	2
556	12392	1950-1959	2	0
557	11613	1950-1959	5	1
558	11575	1950-1959	1	0
559	999907	1950-1959	0	15
560	55585	1950-1959	0	1
561	55590	1950-1959	0	1
562	11827	1950-1959	0	1
563	11839	1950-1959	0	1
564	14965	1950-1959	1	0
565	55598	1950-1959	0	1
566	1669	1950-1959	0	1
567	1823	1950-1959	1	0
568	55754	1950-1959	0	1
569	1823	1950-1959	1	0
570	10829	1950-1959	0	8
571	1824	1950-1959	1	0
572	9747	1950-1959	4	1
573	4032	1950-1959	1	0
574	55705	1950-1959	0	2
575	48788	1950-1959	0	1
576	375	1950-1959	1	0
577	13312	1950-1959	1	0
578	12101	1950-1959	0	2
579	55703	1950-1959	0	2
580	55704	1950-1959	0	1
581	12098	1950-1959	0	1
582	11247	1950-1959	1	0
583	12727	1950-1959	1	0
584	2943	1950-1959	0	1
585	2320	1950-1959	0	1
586	6439	1950-1959	0	1
587	6439	1950-1959	0	1
588	1794	1950-1959	1	0
589	55687	1950-1959	0	3
590	9424	1950-1959	0	3
591	52778	1950-1959	0	3
592	12677	1950-1959	0	3
593	6309	1950-1959	1	0
594	10146	1950-1959	2	0
595	55827	1950-1959	0	1
596	12879	1950-1959	1	0
597	4777	1950-1959	0	6
598	999908	1950-1959	0	500
599	10811	1950-1959	0	98
600	1690	1950-1959	0	34
601	715	1950-1959	11	2
602	3585	1950-1959	1	0
603	6653	1950-1959	1	0
604	1671	1950-1959	2	0
605	1695	1950-1959	2	5
606	4463	1950-1959	1	0
607	5823	1950-1959	2	0
608	10274	1950-1959	1	0
609	15046	1950-1959	0	1
610	4772	1950-1959	1	0
611	10600	1950-1959	6	0
612	10827	1950-1959	8	0
613	11603	1950-1959	0	3
614	2621	1950-1959	2	2
615	1671	1950-1959	2	0
616	8433	1950-1959	0	2
617	13223	1950-1959	2	0
618	10825	1950-1959	1	1
619	9686	1950-1959	1	0
620	12586	1950-1959	4	54
621	12106	1950-1959	54	0
622	6281	1950-1959	0	417
623	16390	1950-1959	0	5
624	9788	1950-1959	2	0
625	13674	1950-1959	1	0
626	13679	1950-1959	2	0
627	2684	1950-1959	1	0
628	3813	1950-1959	6	2
629	4782	1950-1959	0	3
630	12499	1950-1959	3	0
631	6298	1950-1959	0	31
632	6739	1950-1959	25	0
633	8488	1950-1959	7	0
634	8511	1950-1959	53	272
635	337	1950-1959	1	0
636	15510	1950-1959	1	0
637	4813	1950-1959	3	0
638	5554	1950-1959	0	1
639	8887	1950-1959	23	0
640	9326	1950-1959	23	0
641	10021	1950-1959	2	0
642	12936	1950-1959	15	0
643	13040	1950-1959	0	171
644	776	1950-1959	1	0
645	3880	1950-1959	2	0
646	5194	1950-1959	36	0
647	5853	1950-1959	4	0
648	7388	1950-1959	4	2
649	2309	1950-1959	1	0
650	5762	1950-1959	1	0
651	9462	1950-1959	6	0
652	10336	1950-1959	8	0
653	10372	1950-1959	23	0
654	10810	1950-1959	2	4
655	12046	1950-1959	4	3
656	11315	1950-1959	17	0
657	11570	1950-1959	30	4
658	11634	1950-1959	36	18
659	11871	1950-1959	3	0
660	13043	1950-1959	0	62
661	13502	1950-1959	35	0
662	6176	1950-1959	7	0
663	9493	1950-1959	1	0
664	9774	1950-1959	8	0
665	9885	1950-1959	4	0
666	9985	1950-1959	2	0
667	10036	1950-1959	5	0
668	13518	1950-1959	2	0
669	14572	1950-1959	1	0
670	14330	1950-1959	2	0
671	9729	1950-1959	3	9
672	13041	1950-1959	0	9
673	8880	1950-1959	7	0
674	11637	1950-1959	2	0
675	52756	1950-1959	1	0
676	10600	1950-1959	6	0
677	10604	1950-1959	4	0
678	13038	1950-1959	31	0
679	14730	1950-1959	2	0
680	999909	1950-1959	0	3022
681	12942	1950-1959	1	63
682	883	1950-1959	0	1
683	884	1950-1959	0	1
684	3469	1950-1959	0	1
685	2962	1950-1959	0	1
686	19366	1950-1959	0	1
687	18644	1950-1959	1	0
688	3418	1950-1959	0	1
689	44707	1950-1959	0	1
690	5554	1950-1959	0	1
691	1344	1950-1959	1	0
692	3710	1950-1959	0	3
693	5191	1950-1959	0	1
694	17533	1950-1959	0	1
695	8393	1950-1959	1	0
696	4467	1950-1959	1	21
697	6078	1950-1959	0	7
698	2959	1950-1959	7	0
699	38622	1950-1959	0	2
700	7391	1950-1959	2	0
701	12961	1950-1959	3	49
702	3469	1950-1959	0	1
703	5190	1950-1959	9	1
704	5191	1950-1959	0	1
705	17533	1950-1959	0	1
706	8393	1950-1959	1	0
707	12926	1950-1959	0	45
708	7603	1950-1959	14	0
709	12940	1950-1959	0	6
710	11781	1950-1959	2	0
711	14857	1950-1959	2	2
712	9689	1950-1959	1	0
713	11583	1950-1959	1	0
714	12946	1950-1959	2	5
715	2669	1950-1959	5	0
716	12947	1950-1959	15	0
717	12959	1950-1959	2	1
718	4493	1950-1959	5	3022
719	4505	1950-1959	0	13
720	4519	1950-1959	0	1
721	4495	1950-1959	1	0
722	6266	1950-1959	9	0
723	12574	1950-1959	0	70
724	13334	1950-1959	3	2
725	4517	1950-1959	0	3022
726	4497	1950-1959	7	0
727	4501	1950-1959	2747	296
728	7396	1950-1959	296	0
729	4506	1950-1959	7	0
730	4512	1950-1959	2	0
731	4520	1950-1959	1	0
732	5178	1950-1959	0	1
733	5180	1950-1959	1	0
734	12574	1950-1959	0	70
735	12576	1950-1959	0	59
736	12575	1950-1959	1	0
737	12577	1950-1959	58	0
738	14495	1950-1959	11	0
739	13334	1950-1959	3	2
740	13336	1950-1959	0	2
741	13337	1950-1959	2	0
742	13663	1950-1959	1	0
743	6802	1950-1959	0	3
744	203	1950-1959	1	0
745	14195	1950-1959	2	0
746	999910	1950-1959	0	78
747	13676	1950-1959	0	78
748	7221	1950-1959	3	3
749	4345	1950-1959	2	0
750	13783	1950-1959	0	1
751	13784	1950-1959	0	1
752	32561	1950-1959	1	0
753	13672	1950-1959	0	72
754	18961	1950-1959	0	69
755	1296	1950-1959	0	69
756	5085	1950-1959	1	0
757	8488	1950-1959	7	0
758	9040	1950-1959	42	0
759	13690	1950-1959	19	0
760	13674	1950-1959	1	0
761	13679	1950-1959	2	0
762	999911	1950-1959	0	79
763	6809	1950-1959	0	79
764	1154	1950-1959	1	7
765	8488	1950-1959	7	0
766	4989	1950-1959	0	5
767	26690	1950-1959	0	5
768	4995	1950-1959	0	5
769	26690	1950-1959	0	5
770	4992	1950-1959	5	0
771	6664	1950-1959	58	3
772	1109	1950-1959	0	1
773	9144	1950-1959	1	0
774	6666	1950-1959	2	0
775	8091	1950-1959	1	37
776	1680	1950-1959	36	1
777	1325	1950-1959	1	0
778	10684	1950-1959	1	0
779	4989	1950-1959	0	5
780	12067	1950-1959	2	1
781	12068	1950-1959	1	0
782	999912	1950-1959	0	95
783	7254	1950-1959	0	95
784	3142	1950-1959	0	10
785	7802	1950-1959	2	8
786	7803	1950-1959	0	8
787	11932	1950-1959	1	0
788	14956	1950-1959	6	1
789	15709	1950-1959	1	0
790	3146	1950-1959	0	76
791	8402	1950-1959	0	61
792	9040	1950-1959	42	0
793	13690	1950-1959	19	0
794	11642	1950-1959	0	8
795	1634	1950-1959	1	0
796	1877	1950-1959	3	0
797	8373	1950-1959	0	2
798	8374	1950-1959	2	0
799	12693	1950-1959	0	2
800	10506	1950-1959	2	0
801	13664	1950-1959	0	69
802	1296	1950-1959	0	69
803	5085	1950-1959	1	0
804	8488	1950-1959	7	0
805	9040	1950-1959	42	0
806	13690	1950-1959	19	0
807	13685	1950-1959	0	19
808	13690	1950-1959	19	0
809	3625	1950-1959	0	2
810	11996	1950-1959	0	2
811	8499	1950-1959	2	0
812	7253	1950-1959	0	8
813	1109	1950-1959	0	1
814	7990	1950-1959	0	8
815	7993	1950-1959	8	0
816	7255	1950-1959	0	1
817	1634	1950-1959	1	0
818	999913	1950-1959	0	49
819	9272	1950-1959	0	49
820	9273	1950-1959	0	2
821	2648	1950-1959	2	0
822	6233	1950-1959	1	0
823	9274	1950-1959	0	34
824	5178	1950-1959	0	1
825	5180	1950-1959	1	0
826	6282	1950-1959	0	32
827	5180	1950-1959	1	0
828	10820	1950-1959	31	1
829	10822	1950-1959	1	0
830	8889	1950-1959	1	0
831	8921	1950-1959	1	0
832	10361	1950-1959	8	0
833	44382	1950-1959	0	1
834	44469	1950-1959	0	1
835	44383	1950-1959	1	0
836	13334	1950-1959	3	2
837	13336	1950-1959	0	2
838	13337	1950-1959	2	0
839	14728	1950-1959	1	0
840	14930	1950-1959	0	1
841	10822	1950-1959	1	0
842	999914	1950-1959	0	450
843	11154	1950-1959	0	71
844	3710	1950-1959	0	3
845	5191	1950-1959	0	1
846	17533	1950-1959	0	1
847	8393	1950-1959	1	0
848	44382	1950-1959	0	1
849	12111	1950-1959	0	2
850	6798	1950-1959	2	0
851	6262	1950-1959	0	64
852	8603	1950-1959	6	0
853	16272	1950-1959	14	0
854	11634	1950-1959	36	18
855	12423	1950-1959	8	0
856	11153	1950-1959	2	0
857	12959	1950-1959	2	1
858	5191	1950-1959	0	1
859	17533	1950-1959	0	1
860	8393	1950-1959	1	0
861	5159	1950-1959	0	267
862	6268	1950-1959	5	196
863	46	1950-1959	0	58
864	12577	1950-1959	58	0
865	6739	1950-1959	25	0
866	6757	1950-1959	0	1
867	9873	1950-1959	1	0
868	6761	1950-1959	105	7
869	6782	1950-1959	0	7
870	6778	1950-1959	7	0
871	6282	1950-1959	0	32
872	5180	1950-1959	1	0
873	10820	1950-1959	31	1
874	10822	1950-1959	1	0
875	6296	1950-1959	0	35
876	3153	1950-1959	0	9
877	11314	1950-1959	0	9
878	6266	1950-1959	9	0
879	9732	1950-1959	3	0
880	5791	1950-1959	0	7
881	553	1950-1959	4	0
882	9732	1950-1959	3	0
883	11314	1950-1959	0	9
884	6266	1950-1959	9	0
885	7114	1950-1959	0	1
886	12046	1950-1959	4	3
887	203	1950-1959	1	0
888	12947	1950-1959	15	0
889	8921	1950-1959	1	0
890	4472	1950-1959	0	100
891	4467	1950-1959	1	21
892	4470	1950-1959	6	0
893	5378	1950-1959	1	3
894	5582	1950-1959	3	0
895	5381	1950-1959	0	8
896	7341	1950-1959	0	8
897	7348	1950-1959	8	0
898	13660	1950-1959	0	3
899	7183	1950-1959	3	0
900	6285	1950-1959	0	6
901	9313	1950-1959	6	0
902	9938	1950-1959	0	34
903	47	1950-1959	1	0
904	3226	1950-1959	1	0
905	7390	1950-1959	2	4
906	14480	1950-1959	0	4
907	14944	1950-1959	4	0
908	9939	1950-1959	0	3
909	5582	1950-1959	3	0
910	12952	1950-1959	0	24
911	12953	1950-1959	0	1
912	571	1950-1959	1	0
913	12955	1950-1959	21	2
914	574	1950-1959	2	0
915	12926	1950-1959	0	45
916	3406	1950-1959	0	25
917	8004	1950-1959	0	25
918	8007	1950-1959	25	0
919	7603	1950-1959	14	0
920	7878	1950-1959	0	8
921	7883	1950-1959	8	0
922	6298	1950-1959	0	31
923	9934	1950-1959	0	31
924	6739	1950-1959	25	0
925	11364	1950-1959	1	3
926	9729	1950-1959	3	9
927	11996	1950-1959	0	2
928	8499	1950-1959	2	0
929	11787	1950-1959	0	4
930	11785	1950-1959	0	25
931	17530	1950-1959	0	34
932	4989	1950-1959	0	5
933	26690	1950-1959	0	5
934	4995	1950-1959	0	5
935	26690	1950-1959	0	5
